cellule,Z_biapy,X_biapy,Y_biapy,Z_gcamp,X_gcamp,Y_gcamp,distance_3D
200,56.3250621942328,862.5,1027.75,52.1760081786716,860.729805415219,1027.14808523095,4.55088337372293
201,61.4733010814315,959,896.75,57.7717029026062,960.649156806298,897.731310507385,4.16947449460322
202,55.4667275491932,897.5,923.75,56.131115220087,898.971586017492,925.072507361613,2.08710376015101
203,58.895216776682,740.25,1104,48.2225709898577,740.497314029554,1102.33111010622,10.8051712525896
204,55.1557774511235,737.25,944.5,53.6215107159542,736.022779604987,944.436075045838,1.96573922796199
205,49.2166350575799,911,1037,52.5021100424087,907.149186622761,1032.8974775808,6.51565804368848
206,59.6339777054727,912.75,1100,50.1742322371687,912.912513123579,1102.23285578562,9.72105137317013
207,55.5878072098024,895.5,1048.25,51.5662152738251,893.077495785821,1055.40715326941,8.55958943461165
208,54.4755307530878,768.25,1005.25,51.9073046083821,766.849219433046,1004.1965855743,3.10928507528253
209,56.2092762727257,954,948.75,55.8978605866224,954.537118829243,950.023312071823,1.41661568483791
210,56.9775964261964,824.25,952.5,54.4916313423161,828.868852547227,949.623281779602,5.98241832128658
211,57.4232326219675,695,934.25,53.463478774147,693.925488209081,935.232062245372,4.21884728070823
212,53.7033027766075,816.75,1084.75,49.6734129192339,815.827096751979,1084.95745056169,4.13942005639877
213,58.1141037403684,911.75,949,55.6343079706861,912.485692860154,943.891694729745,5.72585485128012
214,44.2711202268359,800.5,1056.5,50.2900285082705,798.801918511157,1061.5173679863,8.01777519970486
215,57.1568126704649,798.75,1023.75,51.5760583244988,797.571014133544,1023.85265702782,5.70485453001943
216,53.7877361354508,799.5,935.25,54.6400965831792,798.87852479834,935.502633842616,1.08469978222794
217,58.8788995987914,813.75,1025.25,51.7040796412343,812.183437281313,1024.92752034009,7.35092873764885
218,57.6730697451482,808,1055.25,50.5871624463314,806.541102251931,1055.44199246032,7.23707993541354
219,53.65459852427,917.5,1005,53.237248514176,916.235868576699,1014.57244142267,9.66456641949056
220,57.2622382984046,866.5,944,55.0949965771803,862.674095596581,943.20925294933,4.46763495380455
221,56.0618460480276,888.25,1063.25,51.1903425166655,887.928990728029,1064.61212561587,5.06852836651675
222,61.2666377346568,775.75,1015,51.6368804628387,773.793602061298,1014.30553912574,9.85098948911044
223,55.0595052350866,923.5,1089,50.9085957951485,924.738760932516,1084.82721976173,6.01470470957327
224,47.0271200810304,820.5,1038.5,51.227411575498,821.997175363325,1041.95167132594,5.63897310237741
225,56.8086024766782,874,1088.25,50.1549522230241,873.342255301874,1089.83597803238,6.87160942611288
226,63.735070977837,953.5,848.25,59.5109353127247,961.555034263508,847.635002446406,9.11620102315038
227,51.4855901971422,885.5,1040.25,52.0115582858911,889.510469363214,1041.3358259366,4.18802159835189
228,58.0782161060057,881.5,909.5,56.4268648882083,882.164259054617,911.00058913942,2.32808262342776
229,56.2167296754855,848,1060.75,51.0222058342432,854.785459983147,1058.63239594763,8.80396456391937
230,60.612284155085,730.5,1001.75,51.5837935328034,728.981275532156,1001.1719106711,9.17356823695377
231,45.4907062812638,935.25,1070.25,51.5042962153115,934.857655996007,1070.88024369271,6.05924127466035
232,45.3598971174561,920.5,1101.25,50.2417457178181,920.479575855576,1102.75419988831,5.10837353827397
233,65.7376191137107,868.75,858.75,58.0632076154627,871.293225150891,860.029609152175,8.18547406048647
234,63.6998445485461,785.75,851,57.3559226281783,788.020722325472,853.258802229431,7.10659642323961
